שנה,מחוז,רשות,שם רשות,כמות משפחות מקבלות סיוע,סך הכל שימושים,כמות סל המענים בסוג סיוע  איבזור הבית והתקנה,סך הכל הוצאה עבור איבזור הבית והתקנה בשח,כמות סל המענים בסוג סיוע  ביגוד והנעלה,סך הכל הוצאה עבור ביגוד והנעלה בשח,כמות סל המענים בסוג סיוע  הוצאה עבור בריאות,סך הכל הוצאה עבור בריאות בשח,כמות סל המענים בסוג סיוע  חובות כספיים,סך הכל הוצאה עבור חובות כספיים בשח,כמות סל המענים בסוג סיוע  חוגים,סך הכל הוצאה עבור חוגים בשח,כמות סל המענים בסוג סיוע  חינוך והשכלה,סך הכל הוצאה עבור חינוך והשכלה בשח,כמות סל המענים בסוג סיוע  מוצרי חשמל,סך הכל הוצאה עבור מוצרי חשמל בשח,כמות סל המענים בסוג סיוע  מוצרים חריגים,סך הכל הוצאה עבור מוצרים חריגים בשח,כמות סל המענים בסוג סיוע  ריהוט,סך הכל הוצאה עבור ריהוט בשח,כמות סל המענים בסוג סיוע  שונות,סך הכל הוצאה עבור שונות בשח,כמות סל המענים בסוג סיוע  תעסוקה,סך הכל הוצאה עבור תעסוקה בשח,כמות סל המענים בסוג סיוע  תחבורה,סך הכל הוצאה הסעה בשח,כמות סל המענים בסוג סיוע  פעילות רשותית,סך הכל הוצאה פעילות רשותית בשח
2021,חיפה   והצפון                 ,526,טירת הכרמל,236,1144862.64,84,241083.12,165,122213.66,56,116118.16,225,405037.8,119,141553.7,100,115906.56,216,490820.82,80,126373.76,165,359592.46,92,156600.2,327,926500.08,0,0,0,0
2021,חיפה   והצפון                 ,533,מגדל העמק,239,1207545.2,120,141705.74,190,175652.44,60,53577.26,119,192468.02,133,106172,87,103582.38,405,763766.76,54,100040,443,784349.3,129,84639.44,408,1173018.5,0,0,30,24000
2021,חיפה   והצפון                 ,535,נוף הגליל,351,3628769.35,173,292376.74,551,451479.94,168,297683.07,335,520099.63,66,84565.3,493,480389.45,557,911847.32,97,139867,600,1050228.56,213,76794.78,922,2235065.4,0,0,1,1990
2021,חיפה   והצפון                 ,543,קרית ים,214,1510444.11,41,58812.42,960,877392.06,221,180340.7,150,191297.91,168,150033.1,545,505915.79,398,708422.76,168,200609.9,505,943918.63,486,269261.99,139,310008.68,1,1000,0,0
2021,חיפה   והצפון                 ,545,קרית שמונה,235,898990.4,63,76090.46,706,405796.8,96,170748,144,209399.5,49,40822.5,401,239394.32,423,791794,6,10300,477,795408.9,85,53732.5,154,439532.5,0,0,0,0
2021,חיפה   והצפון                 ,550,מעלות-תרשיחא,515,3092094.05,179,300368.5,192,221804.4,525,705181,761,911835.21,533,445017.5,730,714379.87,1035,1759111.77,621,740116.25,680,1248590.3,81,85233,1525,3226394.26,0,0,1,2500
2021,חיפה   והצפון                 ,552,כרמיאל,319,2102194.84,131,262888.6,221,250138.28,249,384984.16,859,1437140.58,260,276229.5,402,423034.8,427,785200.65,174,275771.1,371,597491.88,477,356170.78,602,1178764.3,0,0,0,0
2021,חיפה   והצפון                 ,563,הגלבוע,234,1557021.93,87,229853.34,390,334474.27,192,212804.61,191,328102.58,225,230157,211,182924.68,356,615334.28,103,153516.57,205,373307.28,170,129421.55,575,1812267.59,0,0,0,0
2021,חיפה   והצפון                 ,600,נצרת,593,2749841.6,374,759520.5,843,669066.1,439,609131.84,794,970316.12,580,603207.5,371,342089.5,1202,2001959.98,280,425772,1003,1901201,163,151279.5,819,2605594,2,1500,7,20710
2021,חיפה   והצפון                 ,601,שפרעם,470,1356736.54,45,118300,283,306710,64,105066,40,48449.64,45,53100,158,166272.5,255,570101.54,73,95460,334,555880,448,436380,239,710460,0,0,3,4000
2021,חיפה   והצפון                 ,620,אום אל פחם,899,6795826.84,326,761113.13,740,749271.62,567,914313.98,562,923876.46,136,105445.5,372,470188.47,1130,2083842.34,20,23784,1126,2277710.08,898,902896.81,2504,5655427.99,0,0,0,0
2021,חיפה   והצפון                 ,621,אכסאל,240,1147848,18,43089,196,183121.3,49,81300,9,23700,42,43400,42,51239,151,375000,0,0,188,437285,95,120073,905,2751437,0,0,1,3500
2021,חיפה   והצפון                 ,622,באקה אל-גרביה - גת,228,1296155,94,258920,680,476742,110,168074,174,440606,68,68340,437,398802,382,825338,115,220720,334,650925.86,139,110690,136,406395,0,0,1,5000
2021,חיפה   והצפון                 ,629,מג'אר,239,1245743,399,806568,419,261410,191,206684,68,105182.5,16,19600,454,242978,636,805282.5,9,15940,891,1349223.5,104,75927.5,96,148862.5,14,7000,0,0
2021,חיפה   והצפון                 ,636,כפר קרע,238,1081255,99,212372.5,519,473660,60,73340,59,97498,356,337685,433,373750,505,978120.5,100,191510,387,741942.5,215,196065,266,771771,0,0,0,0
2021,חיפה   והצפון                 ,638,אעבלין,231,1097156,305,630569,66,87050,132,199400,158,313523.92,121,105070,203,281290,406,795350,101,146500,368,741370,117,149990,351,1124084,0,0,0,0
2021,חיפה   והצפון                 ,639,מג'ד-אל-כרום,233,415920,182,451390,65,59290,111,182426,23,51564,1,2500,84,131148,158,354632,14,90000,223,441092,43,6098,459,1302438.48,0,0,0,0
2021,חיפה   והצפון                 ,640,מג'ד אל שאמס,161,925640,145,344160,273,207330.6,206,273560,29,49250,201,214560,197,205185,422,676170,117,178120,147,301220,61,71300,627,2035401.08,0,0,0,0
2021,חיפה   והצפון                 ,641,עין מאהל,197,1230532,75,447044.5,120,153787.5,43,93708,38,129023,35,40136,144,264786.5,94,289850,27,62000,29,100563,66,234595,384,1508045.5,0,0,0,0
2021,חיפה   והצפון                 ,642,ירכא,139,738752.94,152,204390,248,218034,55,63291.38,333,480454.42,179,113148.5,189,148172,349,548466,199,277184.5,141,241590.5,485,275170.5,431,761259.36,0,0,0,0
2021,חיפה   והצפון                 ,643,סח'נין,357,1865249.84,173,305774,250,217271.5,141,156636,29,59736.5,510,321515.5,292,354165.5,568,1043521,15,13683,431,902474,215,139780.5,3098,5629510.42,1,2500,72,81240
2021,חיפה   והצפון                 ,644,עראבה,225,1408750.24,123,230400,330,387882,75,144250,173,404121.8,194,173440,162,176055,604,1036736.5,47,62650,637,1202530,105,123545,162,494732.5,0,0,0,0
2021,חיפה   והצפון                 ,647,בועינה-נג'דאת,233,716470.18,57,117992,499,450443.28,99,248850,18,24573,21,23901,207,294918,119,190241,99,201439.68,122,212060,117,75703.5,755,2317044.48,0,0,0,0
2021,חיפה   והצפון                 ,648,נחף,237,1839675.06,124,222820,477,519082.24,51,119952.24,132,248588.84,12,14400,229,325508,211,447101.74,48,66827,325,755033.62,168,171066.5,416,1267481,0,0,1,1200
2021,חיפה   והצפון                 ,649,מכאר-ג'דידה,226,1026679.5,72,152347.5,453,428779,135,255156.5,268,467552.42,165,180620.5,153,145440,349,639067,34,46409.5,376,740363,108,51596.5,618,1465721.5,0,0,0,0
2021,חיפה   והצפון                 ,651,ריינה,237,1208500,39,28900,118,119636.2,44,83500,34,54180,171,145000,247,227980,389,684505.8,51,69550,246,439900,115,111400,1303,2769469,0,0,1,4000
2021,חיפה   והצפון                 ,652,ג'סר אל זרקא,55,281598.7,17,23190.9,19,20875.2,12,14780.8,23,33630.7,11,15064,22,25566.35,26,28296.45,14,16022,17,23297.5,18,20947.25,42,59682.35,0,0,0,0
2021,חיפה   והצפון                 ,654,כפר מנדא,240,1409900,241,519940,559,434600,102,78900,42,41400,192,181760,402,405660,532,918182,39,42900,637,1151640,367,364600,404,853698,0,0,0,0
2021,חיפה   והצפון                 ,657,יפיע,240,1345396.74,23,46840,598,451758.42,50,48340,30,59002,103,106206,336,272273.5,222,497507.96,452,611155,184,409580,36,53203.46,797,2107456.86,0,0,0,0
2021,חיפה   והצפון                 ,662,מ.מ  כאבול,229,837524,101,215480,48,53600,128,192908,36,62316,6,9800,90,87480,267,632886,139,228600,216,466830,177,191600,510,1357398,0,0,0,0
2021,חיפה   והצפון                 ,664,ערערה,196,1018001.48,115,241056.1,305,308152.5,58,125534.1,110,173844.82,51,47587.5,354,297618.4,652,1217264.16,24,34331.7,418,786336.76,273,277585,101,222029.76,0,0,1,22.5
2021,חיפה   והצפון                 ,665,דיר חנא,203,789590,141,156300,110,82800,80,111850,27,39100,56,52940,52,60419,429,807740,27,39600,315,734400,105,98550,618,1353614.5,0,0,0,0
2021,חיפה   והצפון                 ,666,ביר אל מכסור,221,817033,483,538450,259,208318.8,55,77052,14,20200,77,79180,163,133650,567,1145790,42,152600,706,1328412,17,27750,292,786148,0,0,0,0
2021,חיפה   והצפון                 ,667,כפר כנא,238,1192863,554,1366780,69,98450,49,109080,23,43636,35,31950,135,196670,382,725550,399,558625,226,409870,40,52500,642,1654352,0,0,0,0
2021,חיפה   והצפון                 ,669,שעב,234,1291470,68,142240,339,341900,171,398600,80,84540,74,82800,322,353660,417,747690,29,46700,261,608560,167,183400,282,774420,0,0,0,0
2021,חיפה   והצפון                 ,675,מעלה עירון / זלפה,202,1329166,165,577580,514,483728.38,199,333850,179,351801.86,25,56865,283,289615,252,519550,143,396114,266,606880,100,154965,342,915681,0,0,0,0
2021,חיפה   והצפון                 ,677,אל-בטוף,211,985800,220,565692,219,196152.6,68,111600,92,128200,2,3700,160,162000,234,392840,236,347400,418,829000,129,141400,420,1325868,0,0,1,1000
2021,חיפה   והצפון                 ,690,אבו סנאן,228,1589098.06,142,359099,375,283916.1,530,424032.58,274,474177.48,263,238408,255,207881.7,431,792579.3,130,146615,256,400609,380,297797.38,497,944611.5,0,0,4,8750
2021,חיפה   והצפון                 ,692,טורעאן,234,1266676,179,581122,200,157670,130,245752,53,111500,146,144680,380,259332,143,321805,6,15500,217,552894,148,202270,589,1805894,0,0,1,3000
2021,חיפה   והצפון                 ,693,דאלית אל-כרמל,230,1268968.64,83,177437.88,402,367684,201,321561.6,171,362790.46,54,46228,463,482886.1,149,268321.28,195,280507.68,216,355098.12,240,115389.28,334,545683.14,0,0,0,0
2021,ירושלים                       ,101,אשקלון,572,3388315.11,189,262053.9,1531,1124488.92,509,656154.42,3338,4190577.39,754,676186.12,469,398897.56,1064,1705980.59,211,176015,1110,2113469.3,417,361168.21,350,783142.74,0,0,3,4800
2021,ירושלים                       ,103,ירושלים,2351,13763585.56,461,837636.44,1263,1256469.27,1292,1822818.25,3067,5277187.75,678,724613.88,867,963223.32,2108,4306122.66,551,722467.48,1619,3409382.09,1815,1236124.82,3763,7990699.25,0,0,44,14317
2021,ירושלים                       ,104,אשדוד,1404,6571008.68,334,567885.6,1077,1003155.13,979,1526029.53,4342,6192681.39,513,556939.15,766,862317.76,2080,3814251.21,319,569469.88,2294,4679601.68,1499,1196475.94,1177,3317398.27,0,0,0,0
2021,ירושלים                       ,121,בית שמש,362,2109037.33,244,311747.86,731,482096.84,360,410878.97,1355,1947536.79,149,153133.5,526,504238.82,635,1216268.48,168,241673.93,874,1839277.56,175,141772.9,395,916832.07,0,0,18,17340
2021,ירושלים                       ,129,קרית מלאכי,157,1223487.04,172,137816,718,464562.52,243,279307.08,322,483675.32,73,94249.5,105,116278.24,367,546789,82,79470.2,662,1102222.94,217,102312,342,423880.8,0,0,1,800
2021,ירושלים                       ,140,מעלה אדומים,212,1279403.49,94,166304,385,260087.21,371,332237.4,996,1963477.94,87,75500,166,156954.46,362,608196.5,43,33040,192,464845.86,136,167939.96,273,415982.1,0,0,1,1290
2021,ירושלים                       ,146,ביתר עילית,159,444944.82,60,119581.5,282,236266.5,145,211639.2,284,400483.74,32,41883.78,72,95226,155,424828,81,79728.9,147,365665.78,118,42405,625,1548733.9,0,0,0,0
2021,ירושלים                       ,147,מודיעין  עילית,190,1243655.87,116,235634.78,241,204745.19,311,409844.92,187,382009.86,81,76135.4,151,152467.31,340,616363.06,427,524283.62,295,811870.94,243,299460,608,1136150.33,0,0,0,0
2021,ירושלים                       ,178,מטה בנימין,378,2389354.48,141,419062.14,33,102181.94,232,631430,249,682151.12,32,84743.34,32,85380.54,249,659782.84,61,168180,113,352412,77,227372,192,625988.9,0,0,0,0
2021,תל אביב והמרכז                ,300,בני ברק,797,2995518.33,173,406062.04,409,440725.3,572,824144.12,894,1170817.96,293,294691.56,602,687227.42,1612,3194752.25,442,613851.11,1343,2967170.28,390,213678,1306,3460548.21,0,0,0,0
2021,תל אביב והמרכז                ,301,בת ים,445,3775865.71,328,467168.12,1070,845586.09,775,1260348.62,1367,2163002.39,499,513860.79,858,651744.92,779,1359057.47,650,850739.15,782,1553426.18,768,570488.57,634,1326515.98,0,0,6,2940
2021,תל אביב והמרכז                ,304,חולון,467,2651831.46,120,209395.79,616,506660.53,432,685535,1357,2621949.25,367,457697.26,312,340454.7,701,1389792.3,288,501061.78,576,1220182.02,714,496331.72,674,2052104.18,0,0,0,0
2021,תל אביב והמרכז                ,306,לוד,342,1745989.37,144,232289.3,1035,722597,472,588789.63,735,1207893.53,664,574807.5,444,413832.03,736,1373208.19,166,285480.28,732,1448581.42,514,511520.84,972,1835455.75,0,0,0,0
2021,תל אביב והמרכז                ,307,נתניה,940,3130854.35,182,424982.7,386,387693.18,437,841650.66,870,1534395.49,513,603448.14,433,495384.95,695,1306439.88,212,390566.44,1060,2200371.09,981,692562.98,1990,4668849.12,1,0,13,20680
2021,תל אביב והמרכז                ,311,רמלה,562,3581360.8,164,308808.32,867,879296.42,558,703883.39,1298,2228785.88,122,154636.66,498,469644.69,998,1832834.65,311,419813.08,768,1607843.45,308,310248.39,1043,2489411.68,0,0,2,2522.5
2021,תל אביב והמרכז                ,313,תל אביב,560,4279369.46,276,353354.89,1918,1314335.29,871,980774.52,1491,2081618.9,634,601518.32,599,503303.51,759,1133721.8,294,468918.18,898,1657981.73,1357,769669.51,532,944166.89,0,0,4,5860
2021,תל אביב והמרכז                ,329,יבנה,199,1563780.68,33,60730.4,236,236268.4,196,338559.52,430,835404.04,75,85003.5,93,84732.9,264,403041.44,142,243690.6,152,344773.6,334,356549.4,428,1064564.94,0,0,0,0
2021,תל אביב והמרכז                ,347,אור יהודה,352,2766911.19,106,119989.78,550,501863.43,362,625220.54,1032,1876958.16,153,179426.84,206,197430.29,303,444343.32,163,221660.42,413,841822.45,657,683486.91,223,335630.76,0,0,4,17304.34
2021,תל אביב והמרכז                ,366,אלעד,233,1171572.7,79,95095.04,1553,1014744.26,391,302548.23,310,440061.18,190,137506.86,389,245825.02,582,786597.8,126,159980.08,564,1146079.19,195,142208.21,240,449456.74,0,0,1,450
2021,תל אביב והמרכז                ,377,שומרון,387,3966390.93,193,701396.09,167,245380.41,340,517074.86,753,1711131.68,128,176275.53,226,355213.1,234,464367.12,128,241125.94,113,308958.82,443,654469.75,430,856472.42,0,0,3,5392
2021,תל אביב והמרכז                ,421,טייבה,260,1814879.88,245,648214,463,437656.4,150,218256,461,662788.88,34,48448,526,649665,625,1028420,43,35608,454,1021621,123,204582,541,1342696,0,0,0,0
2021,תל אביב והמרכז                ,422,טירה,235,1359761.75,428,956117,107,90155,120,219180.2,258,391721.29,163,154329.75,191,180670,371,659601,124,180216,696,1307804,153,242180,110,226967.02,0,0,0,0
2021,תל אביב והמרכז                ,424,כפר קאסם,388,2971488.17,275,528215,374,362851,169,397011,642,1380558.45,72,113519,376,434623.8,567,1105526.04,50,119464.5,451,1057906.58,212,268873.3,278,742892,0,0,0,0
2021,תל אביב והמרכז                ,425,קלנסווה,216,1376892.4,221,375497.44,239,202310.01,50,54726.13,231,488476.72,198,178064.5,115,146694.1,496,910639.85,52,113125,495,1003271.5,162,122233.31,342,1211434.74,0,0,0,0
